33629 //  007 Legends //  $11.84 //  $14.98 //  $20.02 // 
37787 //  Mario Party 10 Peach [amiibo Bundle] //  $19.99 //  $26.68 //  $49.18 // 
36280 //  Mario Tennis Ultra Smash //  $10.09 //  $10.93 //  $14.68 // 
33579 //  Marvel Avengers: Battle For Earth //  $7.00 //  $10.98 //  $21.03 // 
33338 //  Mass Effect 3 //  $7.49 //  $7.92 //  $9.38 // 
36428 //  Mighty No. 9 //  $6.13 //  $6.48 //  $8.02 // 
36667 //  Minecraft //  $17.99 //  $25.99 //  $35.66 // 
37479 //  Minecraft: Story Mode Complete Adventure //  $15.78 //  $18.77 //  $27.95 // 
34487 //  Monster High: 13 Wishes //  $9.99 //  $12.90 //  $24.99 // 
36294 //  Monster High: New Ghoul in School //  $6.45 //  $8.03 //  $11.34 // 
33929 //  Monster Hunter 3 Ultimate //  $8.49 //  $9.93 //  $20.55 // 
33383 //  NBA 2K13 //  $15.09 //  $20.61 //  $41.47 // 
35399 //  NES Remix Pack //  $11.06 //  $15.75 //  $28.14 // 
36494 //  NES Remix Pack [Nintendo Selects] //  $11.98 //  $14.56 //  $24.99 // 
33931 //  Need for Speed Most Wanted //  $10.75 //  $17.38 //  $24.32 // 
34225 //  New Super Luigi U //  $15.75 //  $22.92 //  $56.81 // 
33397 //  New Super Mario Bros. U //  $20.57 //  $25.94 //  $44.99 // 
35650 //  New Super Mario Bros. U + New Super Luigi U //  $24.18 //  $27.24 //  $48.13 // 
33405 //  "Ninja Gaiden 3: Razors Edge" //  $6.56 //  $6.60 //  $9.00 // 
34501 //  Nintendo Fit Meter //  $1.15 //  $1.32 //  $1.86 // 
33396 //  Nintendo Land //  $6.85 //  $8.18 //  $13.80 // 
34624 //  Nintendo Land [Luigi Wii Remote Bundle] //  $61.56 //  $74.72 //  $104.64 // 
34489 //  Pac-Man and the Ghostly Adventures //  $9.00 //  $10.50 //  $10.75 // 
35170 //  Pac-Man and the Ghostly Adventures 2 //  $12.99 //  $14.64 //  $44.50 // 
36974 //  Paper Mario Color Splash //  $22.99 //  $28.96 //  $34.60 // 
35385 //  Penguins of Madagascar //  $8.96 //  $14.83 //  $17.96 // 
34164 //  Phineas & Ferb: Quest for Cool Stuff //  $13.49 //  $18.67 //  $25.03 // 
34143 //  Pikmin 3 //  $14.75 //  $19.76 //  $35.66 // 
36493 //  Pikmin 3 [Nintendo Selects] //  $14.74 //  $17.48 //  $24.99 // 
35276 //  Planes: Fire & Rescue //  $9.99 //  $12.39 //  $22.50 // 
36567 //  Pokken Tournament //  $9.50 //  $11.96 //  $17.96 // 
33341 //  Rabbids Land //  $9.45 //  $12.25 //  $17.97 // 
33582 //  Rapala Pro Bass Fishing //  $15.99 //  $24.42 //  $44.95 // 
34245 //  Rayman Legends //  $10.02 //  $14.20 //  $20.99 // 
34040 //  Resident Evil Revelations //  $9.59 //  $12.97 //  $16.97 // 
33584 //  Rise Of The Guardians //  $11.08 //  $12.74 //  $29.99 // 
36261 //  Rodea the Sky Soldier //  $11.99 //  $14.25 //  $15.01 // 
36436 //  Rodea the Sky Soldier Limited Edition //  $34.00 //  $43.57 //  $66.20 // 
37480 //  Runbow Deluxe Edition //  $8.50 //  $8.69 //  $12.73 // 
33346 //  Scribblenauts Unlimited //  $4.34 //  $4.96 //  $10.82 // 
34294 //  Scribblenauts Unmasked: A DC Comics Adventure //  $5.50 //  $5.53 //  $9.59 // 
38409 //  Scribblenauts Unmasked: A DC Comics Adventure [DVD Bundle] //  $27.37 //  $31.49 //  $119.05 // 
37188 //  Shantae Half-Genie Hero //  $20.42 //  $21.40 //  $29.50 // 
62374 //  Shantae Half-Genie Hero [Risky Beats Edition] //  $18.04 //  $20.64 //  $32.75 // 
36231 //  Shovel Knight //  $13.46 //  $16.35 //  $22.99 // 
33407 //  Sing Party //  $5.93 //  $5.99 //  $10.22 // 
53796 //  Sing Party [Microphone Bundle] //  $11.05 //  $12.92 //  $16.68 // 
33411 //  "Skylanders Giants Starter Pack" //  $10.82 //  $15.10 //  $16.39 // 
37008 //  Skylanders Imaginators: Starter Pack  //  $6.27 //  $8.44 //  $14.00 // 
35990 //  Skylanders SuperChargers Starter Pack //  $9.68 //  $12.95 //  $14.08 // 
35996 //  Skylanders SuperChargers: Dark Edition Starter Pack //  $31.46 //  $32.49 //  $45.48 // 
67881 //  Skylanders Swap Force [Dark Edition] //   //   //   // 
34410 //  Skylanders Swap Force: Starter Pack //  $11.25 //  $16.95 //  $19.16 // 
35132 //  Skylanders Trap Team Dark Edition: Starter Pack //  $33.19 //  $39.38 //  $59.10 // 
70539 //  Skylanders Trap Team Starter Pack [Color Alive] //   //   //   // 
35126 //  Skylanders Trap Team: Starter Pack //  $14.34 //  $14.73 //  $16.68 // 
35452 //  Sniper Elite V2 //  $10.25 //  $12.95 //  $20.99 // 
36229 //  "Snoopys Grand Adventure" //  $7.47 //  $7.75 //  $10.43 // 
33349 //  Sonic & All-Stars Racing Transformed //  $9.00 //  $9.99 //  $16.37 // 
70282 //  Sonic & Sega All Stars Racing Transformed [Bonus Edition] //   //   //   // 
35313 //  Sonic Boom: Rise of Lyric //  $12.72 //  $17.65 //  $33.92 // 
34495 //  Sonic Lost World //  $14.89 //  $18.45 //  $29.10 // 
35765 //  Splatoon //  $10.00 //  $13.82 //  $20.65 // 
34187 //  Splinter Cell: Blacklist //  $7.60 //  $11.51 //  $17.62 // 
34956 //  Splinter Cell: Blacklist Upper Echelon Edition //  $10.25 //  $10.51 //  $16.60 // 
34448 //  "SpongeBob SquarePants: Planktons Robotic Revenge" //  $13.00 //  $14.58 //  $50.35 // 
37156 //  Star Fox Guard //  $3.61 //  $4.05 //  $4.64 // 
36571 //  Star Fox Zero //  $6.18 //  $7.00 //  $9.83 // 
45082 //  Star Fox Zero & Star Fox Guard Bundle //  $4.72 //  $9.79 //  $14.66 // 
37088 //  SteamWorld Collection //  $11.99 //  $22.57 //  $33.82 // 
34615 //  Super Mario 3D World //  $15.48 //  $18.99 //  $28.99 // 
36492 //  Super Mario 3D World [Nintendo Selects] //  $14.07 //  $14.19 //  $27.00 // 
35958 //  Super Mario Maker //  $14.75 //  $16.46 //  $35.00 // 
58054 //  Super Mario Maker [Book Bundle] //  $15.00 //  $16.38 //  $33.89 // 
35376 //  Super Smash Bros. for Wii U //  $15.74 //  $18.99 //  $32.46 // 
35378 //  Super Smash Bros. for Wii U [Controller Bundle] //  $27.43 //  $65.40 //  $119.99 // 
33406 //  Tank! Tank! Tank! //  $14.49 //  $18.67 //  $34.00 // 
33417 //  Tekken Tag Tournament 2 //  $10.34 //  $15.99 //  $38.42 // 
36690 //  Terraria //  $9.06 //  $13.41 //  $16.10 // 
36664 //  The Book of Unwritten Tales 2 //  $22.00 //  $44.99 //  $62.00 // 
33921 //  The Croods: Prehistoric Party //  $20.50 //  $28.00 //  $37.27 // 
34128 //  The Smurfs 2 //  $9.46 //  $13.77 //  $20.87 // 
67325 //  The Voice: I Want You //  $6.47 //  $9.07 //  $16.60 // 
35203 //  The Voice: I Want You [Microphone Bundle] //  $10.68 //  $12.27 //  $18.16 // 
36680 //  Tokyo Mirage Sessions #FE //  $19.89 //  $22.62 //  $22.63 // 
36679 //  Tokyo Mirage Sessions #FE [Special Edition] //  $23.51 //  $45.49 //  $60.00 // 
33418 //  Transformers: Prime //  $10.66 //  $11.41 //  $19.99 // 
34948 //  Transformers: Rise of the Dark Spark //  $9.04 //  $11.83 //  $26.85 // 
37080 //  Tumblestone //  $11.71 //  $14.85 //  $18.73 // 
34110 //  Turbo: Super Stunt Squad //  $24.99 //  $42.83 //  $127.27 // 
33934 //  Walking Dead: Survival Instinct //  $9.66 //  $13.99 //  $25.63 // 
33419 //  Warriors Orochi 3 Hyper //  $11.70 //  $12.99 //  $14.99 // 
34913 //  Watch Dogs //  $10.31 //  $12.26 //  $20.04 // 
33633 //  Wheel of Fortune //  $17.27 //  $23.99 //  $39.01 // 
36525 //  Wii Fit U (game only) //  $5.52 //  $5.58 //  $6.64 // 
34646 //  Wii Fit U with Balance Board and Fit Meter //  $21.58 //  $29.26 //  $40.99 // 
34645 //  Wii Fit U with Fit Meter //  $6.29 //  $7.10 //  $9.94 // 
35453 //  Wii Party U //  $22.95 //  $37.59 //  $43.25 // 
34979 //  Wii Sports Club //  $39.51 //  $47.44 //  $59.43 // 
33364 //  Wii U Console Basic White 8GB //  $12.99 //  $67.72 //  $270.83 // 
33363 //  Wii U Console Deluxe Black 32GB //  $111.50 //  $149.95 //  $506.99 // 
34958 //  Wii U Console Deluxe: Mario & Luigi Edition //  $165.00 //  $174.74 //  $550.00 // 
34957 //  Wii U Console Deluxe: Mario Kart 8 Edition //  $132.09 //  $153.51 //  $389.12 // 
50156 //  Wii U Console Deluxe: Smash Splat Edition //  $127.77 //  $158.78 //  $420.00 // 
67399 //  Wii U Console Deluxe: Super Mario Maker Edition //  $288.66 //  $341.25 //  $490.73 // 
37113 //  Wii U Console Deluxe: Super Mario World Edition //  $128.26 //  $160.90 //  $586.60 // 
34959 //  Wii U Console Deluxe: Zelda Wind Waker Edition //  $183.61 //  $230.19 //  $647.00 // 
34822 //  Wii U Console Deluxe: ZombiU Edition //  $206.15 //  $249.69 //  $350.00 // 
45083 //  Wii U Party [Controller Bundle] //  $27.30 //  $31.39 //  $64.13 // 
33366 //  Wii U Pro Controller Black //  $20.89 //  $28.01 //  $38.95 // 
33367 //  Wii U Pro Controller White //  $26.31 //  $28.11 //  $82.43 // 
33420 //  Wipeout 3 //  $6.92 //  $9.86 //  $20.36 // 
34420 //  Wipeout: Create & Crash //  $9.36 //  $12.27 //  $37.31 // 
34271 //  Wonderful 101 //  $14.17 //  $17.38 //  $24.99 // 
36322 //  Xenoblade Chronicles X //  $14.98 //  $17.99 //  $24.98 // 
36323 //  Xenoblade Chronicles X [Special Edition] //  $44.95 //  $51.69 //  $71.24 // 
36115 //  "Yoshis Woolly World" //  $17.99 //  $20.56 //  $37.24 // 
58205 //  "Yoshis Woolly World [Blue Yarn Yoshi Bundle]" //  $30.43 //  $35.00 //  $38.21 // 
36116 //  "Yoshis Woolly World [Green Yarn Yoshi Bundle]" //  $24.86 //  $28.58 //  $40.03 // 
58206 //  "Yoshis Woolly World [Pink Yarn Yoshi Bundle]" //  $22.60 //  $25.99 //  $33.62 // 
33358 //  Your Shape Fitness Evolved 2013 //  $3.99 //  $5.83 //  $6.30 // 
37321 //  Zelda Breath of the Wild //  $27.41 //  $34.44 //  $39.95 // 
36467 //  Zelda Twilight Princess HD //  $34.99 //  $47.03 //  $72.84 // 
36483 //  Zelda Twilight Princess HD [amiibo Bundle] //  $43.47 //  $48.99 //  $86.38 // 
34270 //  Zelda Wind Waker HD //  $21.61 //  $28.97 //  $40.33 // 
34405 //  Zelda Wind Waker HD [Limited Edition] //  $41.35 //  $56.18 //  $132.00 // 
68937 //  Zelda Wind Waker HD [Nitendo Selects] //  $19.12 //  $23.99 //  $32.50 // 
33395 //  ZombiU //  $4.30 //  $4.73 //  $8.00 // 
34522 //  Zumba Fitness World Party //  $10.60 //  $10.83 //  $19.23 // 
